MSZoning,LotFrontage,LotArea,Street,LandContour,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotBath,TotalPorchSF,Pool
RL,70.0,9000,Pave,Lvl,Sawyer,1Fam,1Story,1959,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,GLQ,1006,TA,Y,SBrkr,1006,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Normal,80000,1,24,No
RL,60.0,12180,Pave,Lvl,Edwards,2fmCon,1.5Fin,1941,CompShg,MetalSd,None,0.0,Fa,BrkTil,Gd,TA,No,BLQ,672,Fa,N,FuseA,924,Fa,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,MnPrv,WD,Normal,80000,2,0,No
RM,52.0,6240,Pave,Lvl,BrkSide,1Fam,1.5Fin,1928,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,1042,Ex,Y,SBrkr,1576,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Family,149000,1,0,No
RL,70.0,11200,Pave,Lvl,SawyerW,1Fam,1Story,1985,CompShg,Wd Shng,BrkFace,85.0,TA,CBlock,Gd,TA,No,GLQ,1298,TA,Y,SBrkr,1298,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,165,NA,NA,WD,Normal,180000,3,26,No
RL,75.0,12000,Pave,Bnk,Crawfor,1Fam,2Story,1941,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Rec,704,Ex,Y,SBrkr,1564,Fa,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,174500,2,0,No
RM,70.0,5700,Pave,Lvl,OldTown,1Fam,1.5Fin,1926,CompShg,Wd Sdng,None,0.0,TA,PConc,TA,TA,No,Unf,572,TA,Y,SBrkr,1111,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,116900,1,176,No
RM,50.0,9000,Pave,Lvl,OldTown,1Fam,2Story,1920,CompShg,VinylSd,None,0.0,Gd,PConc,TA,TA,No,ALQ,650,Ex,Y,SBrkr,1482,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,143000,2,0,No
RL,57.0,8280,Pave,Lvl,NAmes,1Fam,1Story,1950,CompShg,BrkFace,None,0.0,TA,CBlock,TA,TA,No,Unf,932,Ex,Y,FuseA,932,Gd,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,0,NA,GdPrv,WD,Normal,124000,1,214,No
RL,134.0,17755,Pave,Lvl,Edwards,1Fam,1Story,1959,CompShg,Plywood,BrkFace,132.0,TA,CBlock,TA,TA,No,BLQ,1466,TA,Y,SBrkr,1466,Fa,Typ,2,Gd,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,149900,2,240,No
RL,90.0,14115,Pave,Lvl,Crawfor,1Fam,1Story,1956,CompShg,Stone,None,0.0,TA,PConc,TA,TA,No,ALQ,1073,Ex,Y,SBrkr,1811,Ex,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Abnorml,230000,1,280,No
RM,70.0,5890,Pave,Lvl,IDOTRR,1Fam,1Story,1930,CompShg,Wd Sdng,None,0.0,Gd,BrkTil,TA,TA,Av,ALQ,816,Ex,Y,SBrkr,816,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,120500,1,96,No
RL,70.0,13700,Pave,Lvl,NAmes,1Fam,2Story,1965,CompShg,VinylSd,Stone,288.0,TA,CBlock,TA,TA,Gd,ALQ,864,TA,Y,SBrkr,1820,Gd,Typ,2,Gd,Attchd,Unf,2,TA,TA,Y,60,NA,GdPrv,WD,Normal,201800,3,357,No
RL,90.0,10768,Pave,Lvl,Veenker,1Fam,1Story,1976,CompShg,Plywood,None,0.0,Gd,CBlock,Gd,TA,Gd,ALQ,1437,TA,Y,SBrkr,1437,Gd,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,218000,3,201,No
RL,85.0,9350,Pave,Lvl,NAmes,1Fam,SLvl,1965,CompShg,BrkFace,None,0.0,Gd,PConc,TA,TA,Gd,ALQ,1219,Gd,Y,SBrkr,1265,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,179900,3,92,No
RL,34.0,5001,Pave,Lvl,NridgHt,Twnhs,1Story,2007,CompShg,VinylSd,Stone,166.0,TA,PConc,Gd,TA,No,GLQ,1314,Ex,Y,SBrkr,1314,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,172,NA,NA,WD,Normal,230000,3,62,No
RL,92.0,11932,Pave,Lvl,Somerst,1Fam,1Story,2007,CompShg,VinylSd,Stone,186.0,TA,PConc,Gd,TA,No,Unf,1580,Ex,Y,SBrkr,1580,Gd,Typ,0,NA,Attchd,RFn,3,TA,TA,Y,0,NA,NA,ConLD,Partial,235128,2,24,No
RL,76.0,9120,Pave,Lvl,NWAmes,1Fam,2Story,1974,CompShg,HdBoard,BrkFace,270.0,TA,CBlock,TA,TA,No,ALQ,901,TA,Y,SBrkr,1876,Gd,Typ,1,TA,Attchd,RFn,2,Gd,TA,Y,0,NA,NA,WD,Normal,185000,3,69,No
RL,24.0,2280,Pave,Lvl,NPkVill,Twnhs,2Story,1978,CompShg,Brk Cmn,None,0.0,TA,CBlock,Gd,TA,No,ALQ,855,Fa,Y,SBrkr,1456,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,26,NA,NA,WD,Normal,146000,3,0,No
RL,70.0,14778,Pave,Low,Crawfor,1Fam,1Story,1954,CompShg,HdBoard,BrkFace,72.0,TA,CBlock,TA,TA,No,BLQ,1296,Ex,Y,SBrkr,1640,Gd,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,108,NA,NA,WD,Normal,224000,2,0,No
RL,109.0,8724,Pave,Lvl,Sawyer,1Fam,1Story,1968,CompShg,VinylSd,None,0.0,TA,CBlock,Gd,TA,No,BLQ,894,Gd,Y,SBrkr,894,TA,Typ,1,Po,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,129000,1,0,No
RL,60.0,12900,Pave,Lvl,Sawyer,Duplex,SFoyer,1969,CompShg,Plywood,None,0.0,TA,CBlock,Gd,TA,Av,GLQ,1198,TA,Y,SBrkr,1258,TA,Typ,0,NA,CarPort,Unf,2,Fa,TA,Y,120,NA,NA,WD,Alloca,108959,4,0,No
RL,70.0,16157,Pave,Lvl,Veenker,1Fam,SLvl,1978,CompShg,Plywood,None,0.0,TA,PConc,Gd,TA,Gd,ALQ,1360,Ex,Y,SBrkr,1432,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,168,NA,NA,WD,Normal,194000,3,180,No
RL,79.0,9541,Pave,Lvl,NridgHt,1Fam,1Story,2009,CompShg,VinylSd,Stone,268.0,TA,PConc,Gd,TA,No,Unf,1502,Ex,Y,SBrkr,1502,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,New,Partial,233170,2,114,No
RL,64.0,10475,Pave,Lvl,CollgCr,1Fam,1Story,2008,CompShg,VinylSd,Stone,72.0,TA,PConc,Gd,TA,Av,Unf,1694,Ex,Y,SBrkr,1694,Gd,Typ,0,NA,Attchd,RFn,3,TA,TA,Y,160,NA,NA,WD,Normal,245350,2,33,No
RL,58.0,10852,Pave,Lvl,Gilbert,1Fam,2Story,2000,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,959,Ex,Y,SBrkr,1671,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,173000,4,38,No
RL,120.0,13728,Pave,Lvl,Edwards,1Fam,2Story,1935,CompShg,Stucco,None,0.0,TA,CBlock,TA,TA,No,Rec,1127,Ex,Y,SBrkr,2108,Gd,Typ,2,TA,Basment,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,235000,2,90,No
RL,118.0,35760,Pave,Lvl,NoRidge,1Fam,2Story,1995,CompShg,HdBoard,BrkFace,1378.0,Gd,PConc,Ex,TA,Gd,GLQ,1930,Ex,Y,SBrkr,3627,Gd,Typ,1,TA,Attchd,Fin,3,TA,TA,Y,361,NA,NA,WD,Normal,625000,5,76,No
RL,76.0,9880,Pave,Lvl,Mitchel,1Fam,SLvl,1977,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,Av,ALQ,1096,TA,Y,SBrkr,1118,TA,Typ,1,Po,Attchd,Fin,1,TA,TA,Y,203,Gd,GdPrv,WD,Normal,171000,2,0,Yes
RL,76.0,9120,Pave,Lvl,NAmes,1Fam,1Story,1958,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,1261,Ex,Y,SBrkr,1261,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,163000,2,288,No
FV,35.0,4017,Pave,Lvl,Somerst,TwnhsE,2Story,2006,CompShg,MetalSd,None,0.0,TA,PConc,Gd,TA,No,Unf,625,Ex,Y,SBrkr,1250,Gd,Typ,0,NA,Detchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,171900,3,54,No
RL,138.0,18030,Pave,Bnk,ClearCr,1Fam,1.5Fin,1946,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Rec,1598,TA,Y,SBrkr,3086,Ex,Maj1,1,Gd,NA,NA,0,NA,NA,Y,122,NA,MnPrv,WD,Normal,200500,3,0,No
RL,80.0,16560,Pave,Lvl,Crawfor,1Fam,2Story,1932,CompShg,Wd Sdng,None,0.0,TA,BrkTil,Gd,TA,No,Rec,952,TA,Y,SBrkr,2345,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,239000,3,0,No
RL,85.0,10678,Pave,Lvl,NoRidge,1Fam,1.5Fin,1992,CompShg,HdBoard,BrkFace,337.0,TA,PConc,Gd,TA,No,GLQ,1683,Ex,Y,SBrkr,2872,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,285000,3,33,No
RL,37.0,6951,Pave,Lvl,Mitchel,1Fam,1Story,1984,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,ALQ,876,TA,Y,SBrkr,923,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,362,NA,MnPrv,WD,Normal,119500,2,0,No
RM,70.0,3950,Pave,Bnk,OldTown,1Fam,1.5Fin,1926,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Rec,818,TA,Y,SBrkr,1224,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,N,0,NA,NA,WD,Normal,115000,1,116,No
RL,54.0,7681,Pave,Lvl,Crawfor,1Fam,1.5Fin,1921,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,731,Ex,Y,SBrkr,1343,TA,Typ,1,Gd,Detchd,Unf,1,Fa,TA,Y,192,NA,NA,WD,Normal,154900,2,102,No
RL,77.0,8335,Pave,Lvl,Edwards,1Fam,1Story,1954,CompShg,Wd Sdng,None,0.0,TA,Slab,NA,NA,NA,NA,0,Gd,Y,SBrkr,1124,TA,Min2,1,Gd,NA,NA,0,NA,NA,N,0,NA,NA,WD,Normal,93000,1,226,No
RL,70.0,11170,Pave,Lvl,Timber,1Fam,2Story,1990,CompShg,MetalSd,None,0.0,TA,Wood,Gd,TA,No,LwQ,1216,Ex,Y,SBrkr,2514,TA,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,0,NA,GdPrv,WD,Normal,250000,3,0,No
RM,64.0,5587,Pave,HLS,Crawfor,TwnhsE,1Story,2008,CompShg,CmentBd,Stone,186.0,TA,PConc,Ex,TA,Gd,GLQ,1600,Ex,Y,SBrkr,1652,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,162,NA,NA,New,Partial,392500,4,53,No
RL,160.0,15623,Pave,Lvl,NoRidge,1Fam,2Story,1996,CompShg,ImStucc,None,0.0,TA,PConc,Ex,TA,Av,GLQ,2396,Ex,Y,SBrkr,4476,Ex,Typ,2,TA,Attchd,Fin,3,TA,TA,Y,171,Ex,MnPrv,WD,Abnorml,745000,5,78,Yes
RL,60.0,10800,Pave,Lvl,OldTown,1Fam,1Story,1920,CompShg,Stucco,None,0.0,TA,BrkTil,TA,TA,No,Rec,1120,Ex,Y,SBrkr,1130,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,229,NA,NA,WD,Normal,120000,2,0,No
RL,50.0,35133,Grvl,Lvl,Timber,1Fam,1Story,1963,CompShg,MetalSd,BrkFace,226.0,TA,CBlock,TA,TA,Gd,Rec,1572,Gd,Y,SBrkr,1572,TA,Typ,2,TA,2Types,RFn,3,TA,TA,Y,0,NA,NA,WD,Normal,186700,3,526,No
RL,60.0,9738,Pave,Lvl,Edwards,1Fam,1.5Fin,1924,CompShg,AsbShng,None,0.0,Gd,BrkTil,TA,TA,No,BLQ,784,Gd,Y,SBrkr,1221,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,104900,2,236,No
RL,107.0,10615,Pave,Bnk,OldTown,2fmCon,2Story,1900,CompShg,HdBoard,None,0.0,TA,CBlock,Fa,TA,Mn,BLQ,978,TA,Y,SBrkr,1699,TA,Typ,0,NA,CarPort,Unf,2,Fa,Fa,Y,0,NA,NA,WD,Abnorml,95000,3,74,No
RL,89.0,12461,Pave,Lvl,NoRidge,1Fam,1Story,1994,CompShg,ImStucc,None,0.0,TA,PConc,Gd,TA,No,GLQ,1624,Ex,Y,SBrkr,1624,Gd,Typ,1,Fa,Attchd,RFn,3,TA,TA,Y,0,NA,GdPrv,WD,Normal,262000,3,306,No
RL,68.0,8935,Pave,Lvl,CollgCr,1Fam,2Story,2002,CompShg,VinylSd,BrkFace,95.0,TA,PConc,Gd,TA,No,Unf,831,Ex,Y,SBrkr,1660,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,144,NA,NA,WD,Normal,195000,3,68,No
RL,60.0,7500,Pave,Lvl,Gilbert,1Fam,2Story,1999,CompShg,VinylSd,None,0.0,TA,PConc,TA,TA,No,Unf,994,Gd,Y,SBrkr,1804,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,140,NA,NA,WD,Normal,189000,3,60,No
RL,70.0,32463,Pave,Low,Mitchel,2fmCon,1Story,1961,CompShg,MetalSd,Stone,149.0,Gd,CBlock,TA,TA,Av,BLQ,1249,Ex,Y,SBrkr,1622,TA,Typ,1,TA,2Types,Fin,4,TA,TA,Y,439,NA,NA,WD,Normal,168000,2,0,No
FV,24.0,2645,Pave,Lvl,Somerst,Twnhs,2Story,1999,CompShg,MetalSd,BrkFace,456.0,TA,PConc,Gd,TA,No,Unf,776,Ex,Y,SBrkr,1441,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,206,NA,NA,WD,Normal,174000,3,0,No
RM,60.0,9600,Pave,Lvl,OldTown,1Fam,1.5Fin,1925,CompShg,VinylSd,None,0.0,TA,PConc,TA,TA,Mn,Unf,702,Gd,Y,SBrkr,1472,Gd,Typ,0,NA,Detchd,Unf,1,TA,Fa,P,0,NA,GdWo,WD,Normal,125000,1,84,No
RM,70.0,4500,Pave,Lvl,Mitchel,TwnhsE,1Story,1999,CompShg,VinylSd,BrkFace,425.0,TA,PConc,Ex,TA,No,GLQ,1224,Ex,Y,SBrkr,1224,TA,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,165000,3,304,No
RL,80.0,9364,Pave,Lvl,Sawyer,1Fam,2Story,1969,CompShg,HdBoard,Stone,143.0,TA,CBlock,TA,TA,No,ALQ,663,TA,Y,SBrkr,1352,TA,Typ,0,NA,Attchd,Fin,1,TA,TA,Y,379,NA,MnPrv,WD,Normal,158000,2,36,No
RL,51.0,8029,Pave,Lvl,Gilbert,1Fam,2Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,728,Ex,Y,SBrkr,1456,Gd,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,100,NA,NA,WD,Normal,176000,3,24,No
RL,58.0,14054,Pave,Lvl,Gilbert,1Fam,2Story,2006,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Av,Unf,879,Ex,Y,SBrkr,1863,Gd,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,100,NA,NA,New,Partial,219210,3,17,No
RM,65.0,8850,Pave,Bnk,OldTown,1Fam,2.5Unf,1916,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,815,Ex,Y,SBrkr,1690,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,NA,NA,ConLw,Normal,144000,1,330,No
RL,70.0,9100,Pave,Lvl,CollgCr,1Fam,1Story,2001,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,1212,Ex,Y,SBrkr,1212,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,356,NA,NA,WD,Normal,178000,2,0,No
RL,75.0,11235,Pave,Lvl,Sawyer,1Fam,1Story,1963,CompShg,HdBoard,BrkFace,51.0,TA,CBlock,TA,TA,No,Rec,1051,Gd,Y,SBrkr,1382,TA,Typ,1,Po,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,148000,2,82,No
RL,71.0,9353,Pave,Lvl,NAmes,1Fam,1Story,1970,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Unf,864,Gd,Y,SBrkr,864,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,Oth,Abnorml,116050,1,0,No
RL,80.0,10400,Pave,Lvl,CollgCr,1Fam,2Story,1998,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Av,Unf,866,Ex,Y,SBrkr,1779,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,198,NA,NA,WD,Normal,197900,3,36,No
RM,50.0,6000,Pave,Lvl,BrkSide,1Fam,1.5Fin,1925,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,884,Ex,Y,SBrkr,1348,TA,Typ,1,Fa,Detchd,Unf,1,TA,TA,N,0,NA,NA,WD,Normal,117000,2,208,No
RL,75.0,9750,Pave,Lvl,CollgCr,1Fam,1Story,2000,CompShg,VinylSd,BrkFace,171.0,TA,PConc,Gd,TA,No,Unf,1630,Ex,Y,SBrkr,1630,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,74,NA,NA,WD,Normal,213000,2,234,No
RL,78.0,10140,Pave,Lvl,NWAmes,1Fam,1Story,1975,CompShg,HdBoard,None,0.0,TA,CBlock,Gd,TA,No,ALQ,1056,Ex,Y,SBrkr,1074,TA,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,153500,3,88,No
RL,90.0,14684,Pave,Lvl,SawyerW,1Fam,1Story,1990,CompShg,HdBoard,BrkFace,234.0,TA,CBlock,Gd,TA,Mn,ALQ,2158,Gd,Y,SBrkr,2196,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,84,NA,NA,WD,Normal,271900,2,70,No
RH,70.0,8900,Pave,Lvl,SawyerW,1Fam,1Story,1966,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,No,Rec,1056,TA,Y,SBrkr,1056,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,MnPrv,WD,Normal,107000,2,42,No
RL,70.0,9135,Pave,Lvl,CollgCr,1Fam,1Story,2003,CompShg,VinylSd,BrkFace,120.0,TA,PConc,Gd,TA,Av,GLQ,1682,Ex,Y,SBrkr,1700,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,192,NA,NA,WD,Normal,200000,3,23,No
RL,70.0,7763,Pave,Lvl,NAmes,1Fam,1Story,1962,CompShg,MetalSd,None,0.0,Gd,CBlock,TA,TA,No,Rec,931,TA,Y,SBrkr,1283,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,140000,2,0,No
RL,85.0,10182,Pave,Lvl,Somerst,1Fam,1Story,2006,CompShg,VinylSd,Stone,420.0,TA,PConc,Ex,TA,Mn,GLQ,1660,Ex,Y,SBrkr,1660,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,322,NA,NA,New,Partial,290000,3,50,No
RL,70.0,11218,Pave,Lvl,SawyerW,1Fam,2Story,1992,CompShg,Wd Sdng,None,0.0,TA,PConc,Gd,TA,No,Unf,1055,Ex,Y,SBrkr,1845,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,635,NA,GdPrv,WD,Normal,189000,3,104,No
RL,152.0,12134,Pave,Bnk,Gilbert,1Fam,1.5Fin,1988,CompShg,Wd Sdng,None,0.0,TA,Wood,Gd,TA,Av,GLQ,559,Gd,Y,SBrkr,1752,TA,Typ,0,NA,Basment,RFn,2,TA,TA,Y,325,NA,NA,WD,Normal,164000,2,12,No
RL,50.0,9340,Pave,Lvl,Edwards,1Fam,1Story,1941,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Rec,672,TA,Y,SBrkr,672,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,N,0,NA,NA,WD,Normal,113000,2,113,No
RL,70.0,10246,Pave,Lvl,Sawyer,1Fam,SLvl,1965,CompShg,VinylSd,None,0.0,Gd,CBlock,TA,Gd,Av,GLQ,648,Ex,Y,SBrkr,960,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,88,NA,NA,WD,Normal,145000,2,0,No
RL,69.0,10205,Pave,Lvl,NAmes,1Fam,SFoyer,1962,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,Av,BLQ,925,TA,Y,SBrkr,999,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,150,NA,NA,WD,Normal,134500,2,72,No
RL,99.0,7094,Pave,Lvl,Sawyer,1Fam,1Story,1966,CompShg,VinylSd,None,0.0,TA,CBlock,TA,TA,No,Rec,894,TA,Y,SBrkr,894,TA,Typ,0,NA,Detchd,RFn,1,TA,TA,Y,0,NA,MnPrv,WD,Normal,125000,1,0,No
RM,68.0,8930,Pave,Lvl,Sawyer,Duplex,1.5Fin,1978,CompShg,VinylSd,None,0.0,TA,Slab,NA,NA,NA,NA,0,TA,Y,SBrkr,1902,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,112000,2,0,No
FV,72.0,8640,Pave,Lvl,Somerst,1Fam,1Story,2009,CompShg,CmentBd,Stone,72.0,TA,PConc,Gd,TA,Mn,GLQ,1300,Ex,Y,SBrkr,1314,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,135,NA,NA,New,Partial,229456,3,112,No
RM,52.0,6240,Pave,Lvl,BrkSide,1Fam,1.5Fin,1947,CompShg,AsbShng,None,0.0,TA,Slab,NA,NA,NA,NA,0,Gd,N,SBrkr,912,TA,Typ,0,NA,NA,NA,0,NA,NA,N,0,NA,NA,WD,Normal,80500,1,0,No
RM,21.0,1680,Pave,Lvl,BrDale,Twnhs,2Story,1971,CompShg,CmentBd,BrkFace,236.0,TA,CBlock,TA,TA,No,Unf,672,TA,Y,SBrkr,1218,TA,Typ,0,NA,NA,NA,0,NA,NA,N,201,NA,NA,WD,Abnorml,91500,2,0,No
RL,66.0,7800,Pave,Lvl,NAmes,1Fam,1Story,1964,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,Rec,912,TA,Y,SBrkr,912,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Abnorml,115000,1,0,No
RL,55.0,8250,Pave,Lvl,Sawyer,1Fam,1Story,1968,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,No,BLQ,952,Ex,Y,SBrkr,1211,TA,Typ,1,TA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,134000,1,63,No
RL,78.0,10496,Pave,Lvl,NAmes,1Fam,1.5Fin,1949,CompShg,Wd Sdng,BrkFace,320.0,TA,CBlock,TA,TA,Mn,Rec,1040,Ex,Y,SBrkr,1846,TA,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,0,NA,GdWo,WD,Normal,143000,2,0,No
RL,89.0,10680,Pave,Lvl,NAmes,1Fam,1Story,1951,CompShg,Wd Sdng,BrkFace,44.0,TA,CBlock,TA,Fa,No,LwQ,2136,TA,N,FuseA,2136,TA,Mod,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,137900,2,30,No
RL,60.0,15384,Pave,Lvl,Gilbert,1Fam,2Story,2004,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Av,GLQ,788,Ex,Y,SBrkr,1490,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,100,NA,NA,WD,Normal,184000,4,75,No
RL,65.0,10482,Pave,Lvl,NAmes,1Fam,SLvl,1958,CompShg,VinylSd,BrkFace,63.0,Gd,CBlock,TA,TA,Av,GLQ,588,Ex,Y,SBrkr,1138,TA,Typ,0,NA,Attchd,RFn,1,TA,TA,Y,224,NA,MnWw,WD,Normal,145000,2,0,No
RL,86.0,14598,Pave,Lvl,Somerst,1Fam,2Story,2007,CompShg,VinylSd,Stone,74.0,TA,PConc,Gd,TA,Mn,Unf,894,Ex,Y,SBrkr,1933,Gd,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,100,NA,NA,WD,Normal,214000,3,18,No
RL,72.0,8872,Pave,Lvl,NAmes,1Fam,1Story,1965,CompShg,VinylSd,BrkFace,300.0,TA,CBlock,TA,TA,No,ALQ,912,Ex,Y,SBrkr,912,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,147000,2,240,No
RL,65.0,8769,Pave,Lvl,NridgHt,TwnhsE,1Story,2008,CompShg,MetalSd,BrkFace,766.0,TA,PConc,Ex,TA,No,GLQ,1702,Ex,Y,SBrkr,1702,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,NA,NA,New,Partial,367294,3,296,No
RL,70.0,7910,Pave,Lvl,NAmes,1Fam,SLvl,1960,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,No,ALQ,1075,Gd,Y,SBrkr,1507,TA,Maj1,0,NA,Basment,Unf,1,TA,TA,Y,0,NA,GdWo,WD,Normal,127000,2,0,No
RL,70.0,18890,Pave,Lvl,Sawyer,Duplex,1.5Fin,1977,CompShg,Plywood,None,1.0,TA,CBlock,Gd,TA,No,GLQ,1361,Ex,Y,SBrkr,2620,TA,Typ,1,TA,BuiltIn,RFn,2,TA,TA,N,155,NA,NA,WD,Normal,190000,4,169,No
RL,70.0,7728,Pave,Lvl,NAmes,Duplex,SLvl,1962,CompShg,Wd Sdng,BrkFace,120.0,TA,CBlock,TA,TA,Av,ALQ,1106,TA,Y,SBrkr,1190,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,GdWo,WD,Normal,132500,2,18,No
RL,70.0,9842,Pave,Lvl,NAmes,Duplex,1Story,1962,CompShg,HdBoard,None,0.0,TA,Slab,NA,NA,NA,NA,0,TA,Y,SBrkr,1224,TA,Typ,0,NA,CarPort,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,101800,2,0,No
